Movie,Character_ID,Line_Index,Dialogue,Character
Harry Potter and the Deathly Hallows: Part 1,HARRY_240,5634,"But he only wants the one, the last one. That’s what he’s been looking for.",HARRY
Harry Potter and the Deathly Hallows: Part 1,HERMIONE_200,5638,What’re you saying?,HERMIONE
Harry Potter and the Deathly Hallows: Part 1,RON_133,5648,Don’t touch her! A fist hits Ron hard. It’s GREYBACK.,RON
Harry Potter and the Deathly Hallows: Part 1,HERMIONE_201,5651,Stop it!,HERMIONE
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_3,5653,"Your boyfriend’ll get worse than that if he doesn’t behave, lovely.",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_4,5659,"What happened to you, ugly? Harry’s hand finds his face, feels the lumps.",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_5,5662,What’s your name?,SCABIOR
Harry Potter and the Deathly Hallows: Part 1,HARRY_241,5664,Dudely. Vernon Dudley. (CONTINUED),HARRY
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_6,5669,"Check the list. And you, ginger?",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,RON_134,5671,Stan Shunpike.,RON
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_7,5673,"Like ‘ell you are. We know skinny Stan. Try again. Greyback, his boot to Ron’s neck, presses harder.",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,RON_135,5677,Weasley... (making it up) Barney Weasley.,RON
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_8,5681,"Weasley, eh? Wouldn’t be related to that blood traitor Arthur Weasley, would you?",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,RON_136,5685,Piss off! Arthur Weasley’s ten times the wizard you are!,RON
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_9,5688,"Worth ten times you if I can find him. Wasn’t you that tipped him off, was it?",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_10,5693,"How ‘bout you, lovely? What do they call you...?",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,HERMIONE_202,5696,"Penelope Clearwater. Half-blood. Scabior strokes the nape of Hermione’s neck, then takes her hair in hand, sniffs it.",HERMIONE
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_11,5700,"You smell like vanilla, Penelope. I think you’re going to be my favorite.",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,SNATCHER_1,5704,"There’s no Vernon Dudley on ‘ere. Reluctantly, Scabior turns from Hermione to Harry. (CONTINUED)",SNATCHER
Harry Potter and the Deathly Hallows: Part 1,FENRIR GREYBACK_1,5710,"Hear that, ugly? The list says you’re lying. How come you don’t want us to know who you are? Hm?",FENRIR GREYBACK
Harry Potter and the Deathly Hallows: Part 1,HARRY_242,5714,"The list is wrong. I told you who I am -- Scabior puts a finger to his lips, silencing Harry, his wand probing Harry’s face more closely.",HARRY
Harry Potter and the Deathly Hallows: Part 1,SCABIOR_12,5719,"Change of plans, boys. We won’t be taking this lot to the Ministry.",SCABIOR
Harry Potter and the Deathly Hallows: Part 1,HARRY_243,5730,What did you put on me?,HARRY
Harry Potter and the Deathly Hallows: Part 1,HERMIONE_203,5732,A Stinging Jinx.,HERMIONE
Harry Potter and the Deathly Hallows: Part 1,HARRY_244,5734,How long will it last?,HARRY
Harry Potter and the Deathly Hallows: Part 1,HERMIONE_204,5736,Not long.,HERMIONE
Harry Potter and the Deathly Hallows: Part 1,BELLATRIX_2,5744,Show me. Scabior reaches out and pushes Harry’s hair off his forehead. (CONTINUED),BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,HARRY_1,92,What did you put on me?,HARRY
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_1,94,A Stinging Jinx.,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,HARRY_2,96,How long will it last? (CONTINUED),HARRY
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_2,101,Not long.,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_1,109,"Show me. Scabior reaches out his DIRTY FINGERS and pushes Harry’s hair roughly off his forehead. Bellatrix SHINES her wand. Despite the swelling, one intriguing feature can be seen: a SCAR, in the shape of a LIGHTNING BOLT?",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_2,119,"Get Draco. Narcissa eyes her sister briefly, warily, then strides off, toward the brightly-lit room ahead, where her husband Lucius stands, cradling a nearly-empty wine glass.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,LUCIUS_1,125,Why Draco? Narcissa passes her husband without a word.,LUCIUS
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_3,128,"Just sit back and watch, Lucius. Hm? Pour yourself another glass of wine. As she passes, she flicks her finger off the rim of his glass -- pling! 165 OMITTED 165",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_4,140,Where’d you find them?,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,SCABIOR_1,142,"In the North Forest. WORMTAIL quietly enters the room. As Harry eyes him,",SCABIOR
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_5,146,"Lovely scarf, Scabior. Though I’m not sure it’s your color.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,SCABIOR_2,149,It’s not mine.,SCABIOR
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_6,151,"You don’t say. Her eyes slide, catch him looking at Hermione.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_7,154,"Fancy her, do you, Scabior? Can’t say I blame you. Maybe we’ll work out a little reward for you, hm? That is, assuming all is as it appears. Ah, Draco. Come here, darling. From the shadows at the far end of the room Draco separates from Narcissa, steps cautiously forward.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_8,163,My friends here say they’ve got,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_9,170,Well...?,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,DRACO_1,172,I can’t... I can’t be sure.,DRACO
Harry Potter and the Deathly Hallows: Part 2,LUCIUS_2,175,"Look close, Draco. If we’re the ones who hand Potter over to the Dark Lord, everything will be forgiven. Do you understand -- (CONTINUED)",LUCIUS
Harry Potter and the Deathly Hallows: Part 2,SCABIOR_3,183,"(quietly menacing) Now, we won’t be forgetting who actually caught him, I hope, Mr. Malfoy?",SCABIOR
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_10,188,Of course not. (eyes hardening) Narcissa. Tend to your husband.,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_11,193,"(to Draco) Don’t be shy, sweetheart. Get up nice and close.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,DRACO_2,199,What’s wrong with his face?,DRACO
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_12,201,"What is wrong with his face, Scabior?",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_13,207,Or ran into a Stinging Jinx.,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_14,210,"Was it you, dearie? Give me her wand. We’ll see what the last spell was.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_15,215,What is that?,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_16,221,Where did you get that! (CONTINUED),BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,SNATCHER_1,226,"It was in her bag when we searched her. Reckon it’s mine now. Bang! Quick as lightning, Bellatrix stuns the Snatcher and catches the sword as he drops. Scabior wheels.",SNATCHER
Harry Potter and the Deathly Hallows: Part 2,SCABIOR_4,231,Are you mad! Bang! Bellatrix drops him to his knees before his wand escapes his cloak. He BELLOWS in fury.,SCABIOR
Harry Potter and the Deathly Hallows: Part 2,SCABIOR_5,235,"How dare you! Release me, woman!",SCABIOR
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_17,239,"Go. GO! Scabior eyes her resentfully, then exits with Greyback and the others. Bellatrix turns.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_18,243,"Wormtail. Put these two in the cellar. I want to have a little conversation with this one. Girl to girl. As Wormtail jerks them away, Ron’s eyes flash with panic, meet Hermione’s. She mouths: “It’s okay.”",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,RON_1,254,Harry! What’re we going to do? We can’t just leave Hermione alone with her!,RON
Harry Potter and the Deathly Hallows: Part 2,LUNA_1,258,Ron? Harry...?,LUNA
Harry Potter and the Deathly Hallows: Part 2,HARRY_3,262,Luna...?,HARRY
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_19,267,This sword is meant to be in my vault at Gringotts. How did you get it?,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_3,271,I don’t know what you’re talking about.,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_20,274,Liar. What else did you take?,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,LUNA_2,280,"You look strange, Harry. Mr. Ollivander, look who’s here. It’s",LUNA
Harry Potter and the Deathly Hallows: Part 2,HARRY_4,289,"Hello, sir. Ollivander falters, his face troubled. Harry eyes him curiously, when Bellatrix’s voice ECHOES through the",HARRY
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_21,294,I’m going to ask you once again: what else did you and your friends take from my vault!,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_4,298,I told you. I don’t know what you’re talking --,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,RON_2,303,"We have to do something, Harry! (CONTINUED)",RON
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_1,308,There’s no way out. We’ve tried everything.,OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,LUNA_3,311,"You’re bleeding, Harry.",LUNA
Harry Potter and the Deathly Hallows: Part 2,LUNA_4,318,"That’s a curious thing to hide in your sock. Taking the shard, Harry turns the silvery side toward himself (and only himself) -- and for a split second -- the EYE seems to flicker there again. Harry wipes away the film of blood... but the eye is gone.",LUNA
Harry Potter and the Deathly Hallows: Part 2,LUNA_5,325,"You were hiding it, weren’t you? Before Harry can respond, Hermione SCREAMS again. Pained by this, Harry debates something, then peers into the mirror:",LUNA
Harry Potter and the Deathly Hallows: Part 2,HARRY_5,330,"Help us. The others study him curiously, then FOOTSTEPS SOUND.",HARRY
Harry Potter and the Deathly Hallows: Part 2,RON_3,337,Let her go! Let her go!,RON
Harry Potter and the Deathly Hallows: Part 2,WORMTAIL_1,339,"Shut it! You. Goblin. Come with me. As Griphook mounts the stairs he turns, eyeing Harry curiously, then Wormtail grabs his arm, slams shut the door. Ron clicks the Deluminator again and -- CRACK! -- as light returns... DOBBY materializes before them.",WORMTAIL
Harry Potter and the Deathly Hallows: Part 2,HARRY_6,346,Dobby. What’re you doing here? (CONTINUED),HARRY
Harry Potter and the Deathly Hallows: Part 2,HARRY_7,356,Do you mean to say you can Apparate in and out of here? And take us with you?,HARRY
Harry Potter and the Deathly Hallows: Part 2,DOBBY_1,360,Of course. I’m an elf.,DOBBY
Harry Potter and the Deathly Hallows: Part 2,RON_4,362,Works for me.,RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_8,364,"Right. Dobby, I want you to take",HARRY
Harry Potter and the Deathly Hallows: Part 2,RON_5,367,Shell Cottage on the outskirts of Tinworth. (as Harry looks at him) Trust me.,RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_9,374,You’ll see to Mr. Ollivander?,HARRY
Harry Potter and the Deathly Hallows: Part 2,LUNA_6,376,"Of course. (to Dobby) Whenever you’re ready, sir. Dobby blinks at Luna’s use of “sir.” He GRINS.",LUNA
Harry Potter and the Deathly Hallows: Part 2,DOBBY_2,381,Like her very much. (to Ron and Harry) Meet me at the top of the stairs in ten seconds.,DOBBY
Harry Potter and the Deathly Hallows: Part 2,DOBBY_3,399,Who gets his wand?,DOBBY
Harry Potter and the Deathly Hallows: Part 2,RON_6,410,Sss.,RON
Harry Potter and the Deathly Hallows: Part 2,NEW ANGLE_1,414,"As Harry joins Ron and looks: Slowly, Bellatrix comes INTO VIEW, towering over Griphook, who holds the sword, studying it. Hermione lies at Bellatrix’s feet. Seeing her, Ron starts to lurch forward. Harry restrains him.",NEW ANGLE
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_22,420,Well?,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_1,422,"I left Gringotts employ many weeks ago, but when I was last in your vault, the sword was there.",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_23,429,Perhaps it just walked out on its own then. (CONTINUED),BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_2,435,"There is no place safer than Gringotts, Madam LeStrange. ... and catches on Hermione’s shirt.",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_24,439,"Liar! You can’t deceive me! As Hermione looks up, away from the hair, Bellatrix slashes the dagger across Griphook’s cheek and a deep gash opens. He barely flinches, the hint of a SMILE on his lips. Bellatrix looks mildly unnerved by his reaction.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_25,446,"Consider yourself lucky, Goblin. The same won’t be said for this one.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,RON_7,451,Like hell!,RON
Harry Potter and the Deathly Hallows: Part 2,RON_8,454,"Expelliarmus! Bellatrix’s dangling wand shoots free, tumbles end over end... right into Harry’s hand.",RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_10,458,Stupefy!,HARRY
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_26,463,Stop or she dies!,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_27,467,Drop your wands.,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_28,470,I said drop them! (CONTINUED),BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,RON_9,475,(angrily) All right!,RON
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_29,480,"Pick them up, Draco. Now! Well, well, look what we have here.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_30,488,"Call him, Draco.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,HARRY_11,506,Stupefy!,HARRY
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_31,509,You dirty little monkey! You could have killed me!,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_32,520,"For God’s sake, Cissy, you’ve got a wand! Use it! Narcissa hesitates. Crack! -- Dobby waves his little fist and Narcissa’s wand flies from her hand.",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_33,525,How dare you take a witch’s wand. How dare you defy your masters.,BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,HARRY_12,534,Give the Dark Lord our regards.,HARRY
Harry Potter and the Deathly Hallows: Part 2,HARRY_13,547,"It’s all right, Hermione. You’re safe. We’re all safe.",HARRY
Harry Potter and the Deathly Hallows: Part 2,HARRY_14,555,"Dobby... no... As Harry rushes to him, the elf crumples in his arms, his eyes rolling up to the stars. (CONTINUED)",HARRY
Harry Potter and the Deathly Hallows: Part 2,HARRY_15,562,"It’s okay... Here... Just hold on, Dobby... I’ll fix you -- Hermione -- your bag -- you must have something -- Essence of Dittany -- something... Hermione! Help me!",HARRY
Harry Potter and the Deathly Hallows: Part 2,DOBBY_4,569,Such a beautiful night... to be with friends. Dobby is happy... to be with his friend... Harry Potter...,DOBBY
Harry Potter and the Deathly Hallows: Part 2,BILL_1,579,Fleur’s seeing to Ollivander. Anyone else need tending --,BILL
Harry Potter and the Deathly Hallows: Part 2,LUNA_7,589,We should close his eyes. Don’t you think?,LUNA
Harry Potter and the Deathly Hallows: Part 2,LUNA_8,594,There. Now he could be sleeping.,LUNA
Harry Potter and the Deathly Hallows: Part 2,LUNA_9,597,Harry. It’s all right. That it hurts. That’s what reminds us how lucky we are to be alive.,LUNA
Harry Potter and the Deathly Hallows: Part 2,HARRY_16,606,I want to bury him properly. Without magic.,HARRY
Harry Potter and the Deathly Hallows: Part 2,LUNA_10,619,It’s beautiful here.,LUNA
Harry Potter and the Deathly Hallows: Part 2,BILL_2,621,"It was our Aunt’s. We used to come here as kids. The Order uses it now as a safe house -- what’s left of us, at least.",BILL
Harry Potter and the Deathly Hallows: Part 2,LUNA_11,627,Muggles think these keep evil away. But they’re wrong... Bill studies her curiously. Then Harry appears in the doorway with Ron and Hermione.,LUNA
Harry Potter and the Deathly Hallows: Part 2,HARRY_17,632,I need to talk to the goblin.,HARRY
Harry Potter and the Deathly Hallows: Part 2,HARRY_18,638,How are you?,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_3,640,Alive. (CONTINUED),GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_19,645,You probably don’t remember --,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_4,647,"-- that I showed you to your vault the first time you visited Gringotts? Even amongst goblins, you are famous, Harry Potter. (nodding to the window) You buried the elf. I saw you.",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_20,655,Yes.,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_5,657,And brought me here.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_6,660,You are a very unusual wizard.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_21,662,Why did you leave Gringotts?,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_7,664,Soon the Death Eaters will control it. That was unacceptable to me.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,RON_10,667,Then you’re on our side.,RON
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_8,669,This is a wizard’s war. I take no side.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_22,672,"I need to get inside Gringotts, into one of the vaults.",HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_9,675,It is impossible.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_23,677,"Alone, yes. With you, no. Griphook stares impassively at him, silent. He glances at the Sword of Gryffindor, which stands in the corner.",HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_10,681,How did you come by this sword? (CONTINUED),GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_24,686,It’s complicated. Why did,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_11,691,It’s complicated.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_25,695,"The sword presented itself to us in a moment of need. We didn’t steal it. Griphook nods, pondering this.",HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_12,700,"There is a sword in Madam Lestrange’s vault identical to this one, but it is a fake. It was placed there this past summer.",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_26,705,And she never suspected?,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_13,707,The replica is very convincing. Only a goblin would recognize that this is the true Sword of Gryffindor.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,RON_11,712,Who put it there? The fake.,RON
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_14,714,"It was not my place to ask, nor did I desire to. There are more than a few curious things in the vaults at Gringotts.",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_27,719,And in Madam Lestrange’s vault as well?,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_15,722,Perhaps.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_28,724,I have gold. Lots of it.,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_16,726,I have no interest in gold. (CONTINUED),GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_29,731,"Then what? The goblin twists the curl at his chin... then his eyes drift once again to the sword. Harry starts to respond, but the goblin cuts him off with finality.",HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_17,736,That is my price.,GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HARRY_30,738,(a beat) All right.,HARRY
Harry Potter and the Deathly Hallows: Part 2,GRIPHOOK_18,742,"I have your word, Harry Potter, that you will give me the Sword of Gryffindor if I help you?",GRIPHOOK
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_5,749,"Harry, are you thinking there’s a Horcrux in Bellatrix’s vault?",HERMIONE
Harry Potter and the Deathly Hallows: Part 2,RON_12,760,And if we find one? How’re we supposed to destroy it if we’ve given Griphook the sword?,RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_31,764,"I’m still working on that part. FLEUR exits the room ahead, a half-empty bowl in hand. Seeing Harry, she stops, effectively barring the door.",HARRY
Harry Potter and the Deathly Hallows: Part 2,FLEUR_1,768,He’s too weak. (CONTINUED),FLEUR
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_2,777,Forgive me if I don’t get up.,OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_32,779,"Mr. Ollivander, I need to ask you a few questions.",HARRY
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_3,782,"Anything, m’boy, anything.",OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_33,784,"Can you identify these, sir?",HARRY
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_4,787,Walnut and dragon heartstring. Twelve and three quarter inches. Unyielding. This belongs to,OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_34,792,And this?,HARRY
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_5,794,Hawthorn. Unicorn hair. Ten inches. Reasonably pliant. This was the wand of Draco Malfoy.,OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_35,798,Was? Isn’t it still?,HARRY
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_6,800,Perhaps not -- if you won it from him. I sense its allegiance has changed.,OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_36,804,You talk about wands like they’ve got feelings. Can think.,HARRY
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_7,807,"The wand chooses the wizard, Mr. Potter. That much has always been clear to those of us who have studied wandlore. (CONTINUED)",OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_37,817,"What do you know about the Deathly Hallows, sir? Ollivander eyes Harry with surprise. And a hint of fear.",HARRY
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_8,821,"There are rumored to be three: The Elder Wand, the Resurrection Stone and the Invisibility Cloak. It is said that to possess them all is to make oneself the Master of Death. But few truly believe such objects exist --",OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_38,829,"But you, sir? Do you believe they exist?",HARRY
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_9,832,I see no reason to put stock in an old wives tale --,OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_39,835,You’re lying. You know one exists and you told him about it. You told him about the Elder Wand and where to go looking for it.,HARRY
Harry Potter and the Deathly Hallows: Part 2,HARRY_40,847,"That’s all, sir. We’ll leave you to get some rest now. The trio begins to exit.",HARRY
Harry Potter and the Deathly Hallows: Part 2,OLLIVANDER_10,851,"He’s after you, Mr. Potter. If it’s true, what you say, that he has the Elder Wand, I’m afraid you really don’t stand a chance. (CONTINUED)",OLLIVANDER
Harry Potter and the Deathly Hallows: Part 2,HARRY_41,859,"Then I guess I’ll just have to kill him before he finds me, sir.",HARRY
Harry Potter and the Deathly Hallows: Part 2,RON_13,865,You’re sure it’s hers?,RON
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_6,869,Positive.,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,HARRY_42,873,I reckon you should take this then.,HARRY
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_7,876,Can’t I use the other?,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,RON_14,878,You heard Ollivander. It’s Harry’s now.,RON
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_8,881,But I hate that thing -- that’s the wand that killed Sirius! How can I hold it and not feel...,HERMIONE
Harry Potter and the Deathly Hallows: Part 2,HARRY_43,885,"If I can hold it, you can.",HARRY
Harry Potter and the Deathly Hallows: Part 2,RON_15,888,"How will we know what it is when we get in there? After all, a Horcrux can be anything.",RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_44,892,I’ll know. I can’t explain. It’s like... (touching his chest) ... they sing to me.,HARRY
Harry Potter and the Deathly Hallows: Part 2,RON_16,901,That’s a bit scary.,RON
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_9,903,"It is, Harry. Did Dumbledore ever say anything to you, something that might explain why --",HERMIONE
Harry Potter and the Deathly Hallows: Part 2,HARRY_45,907,No. I just know. When one’s near.,HARRY
Harry Potter and the Deathly Hallows: Part 2,FLEUR_2,913,"This is the closest I could find to what you described, Hermione.",FLEUR
Harry Potter and the Deathly Hallows: Part 2,HERMIONE_10,916,"It’s perfect. Thank you, Fleur. Fleur lays the cloak in Hermione’s hands, then steps back next to Bill. He studies the trio.",HERMIONE
Harry Potter and the Deathly Hallows: Part 2,BILL_3,920,"You’re leaving, aren’t you.",BILL
Harry Potter and the Deathly Hallows: Part 2,HARRY_46,922,In the morning.,HARRY
Harry Potter and the Deathly Hallows: Part 2,BILL_4,924,And Griphook?,BILL
Harry Potter and the Deathly Hallows: Part 2,HARRY_47,926,"He’ll be leaving too. Bill nods, staring off briefly. Then:",HARRY
Harry Potter and the Deathly Hallows: Part 2,BILL_5,929,"Listen, I don’t know what you’re up to, but I know goblins. If you’ve struck any kind of bargain with Griphook, you must be exceptionally careful to live up to it. If you don’t... he won’t be forgiving. The trio sits in silence. Watches Bill withdraw. Harry glances down at his palm again, at the Snitch.",BILL
Harry Potter and the Deathly Hallows: Part 2,LUNA_12,945,The sky has lost a star.,LUNA
Harry Potter and the Deathly Hallows: Part 2,LUNA_13,950,My father used to say that when a child died.,LUNA
Harry Potter and the Deathly Hallows: Part 2,LUNA_14,954,Funny how Mr. Dobby knew exactly where to find us.,LUNA
Harry Potter and the Deathly Hallows: Part 2,HARRY_48,957,"Yeah. Funny. Listen, Luna, about your father, I don’t want you to think I --",HARRY
Harry Potter and the Deathly Hallows: Part 2,LUNA_15,961,"I know you understand why my father did what he did, Harry. That’s why we don’t need to talk about it.",LUNA
Harry Potter and the Deathly Hallows: Part 2,HARRY_49,967,Hogwarts?,HARRY
Harry Potter and the Deathly Hallows: Part 2,HARRY_50,970,"It’s not the place you left, you know. It’s not the same.",HARRY
Harry Potter and the Deathly Hallows: Part 2,LUNA_16,973,Neither am I.,LUNA
Harry Potter and the Deathly Hallows: Part 2,RON_17,977,Always good value. I’ll miss her. (CONTINUED),RON
Harry Potter and the Deathly Hallows: Part 2,RON_18,984,What d’you think?,RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_51,986,Wouldn’t know you if I didn’t know you.,HARRY
Harry Potter and the Deathly Hallows: Part 2,RON_19,991,You want to tell me what that is?,RON
Harry Potter and the Deathly Hallows: Part 2,RON_20,998,You mean he could see you?,RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_52,1000,Something like that. I don’t know. He died before I ever got to use it. The thing is...,HARRY
Harry Potter and the Deathly Hallows: Part 2,RON_21,1004,Go on.,RON
Harry Potter and the Deathly Hallows: Part 2,HARRY_53,1006,"You’ll think I’m mental, but more than once, when I’ve looked into it -- I think I’ve seen Dumbledore. As Ron reacts, Harry’s eyes shift. Bellatrix Lestrange and Griphook, clutching the sword, approach from the cottage.",HARRY
Harry Potter and the Deathly Hallows: Part 2,RON_22,1014,Bloody hell... that’s a sight.,RON
Harry Potter and the Deathly Hallows: Part 2,BELLATRIX_34,1016,"Well, how do I look?",BELLATRIX
Harry Potter and the Deathly Hallows: Part 2,RON_23,1018,Hideous.,RON
