Movie,Character_ID,Line_Index,Dialogue,Character
Harry Potter and the Prisoner of Azkaban,HARRY_144,4155,"No! (flashing his wand) Expelliarmus! Lupin's wand flies from Pettigrew's hand and he FREEZES. Then slowly turns. Face blank, eyes closed, he... GRINS HIDEOUSLY. Transforms. Stunned, Harry watches a RAT dart into the night. A HOWL PIERCES THE AIR and Harry wheels. With a shrug,",HARRY
Harry Potter and the Prisoner of Azkaban,RON_36,2043,(to Harry) When did she come in? Did you see her come in...,RON
Harry Potter and the Prisoner of Azkaban,SNAPE_30,3907,"Witty as ever I see. Tell me, will you be so irreverent when I turn you over to the Dementors? (as Black reacts) Do I detect a flicker of fear? One can only imagine what it must be like to endure the Dementor's Kiss. It's said to be unbearable to witness. But I'll do my best.",SNAPE
Harry Potter and the Prisoner of Azkaban,PROFESSOR LUPIN_64,3272,"(only half-listening) And who was that, Harry?",PROFESSOR LUPIN
Harry Potter and the Prisoner of Azkaban,HARRY_96,2944,Ron! Ron!,HARRY
Harry Potter and the Prisoner of Azkaban,RON_46,2576,Those weasels! Never told me about any Marauder's Map!,RON
Harry Potter and the Prisoner of Azkaban,HERMIONE_65,3737,Ron! You're okay --,HERMIONE
Harry Potter and the Prisoner of Azkaban,HERMIONE_49,3306,Here we go again. It's the Grim! It's the Grim!,HERMIONE
Harry Potter and the Prisoner of Azkaban,HERMIONE_53,3454,"We'll stay with you too, Hagrid.",HERMIONE
Harry Potter and the Prisoner of Azkaban,HAGRID_11,1335,Look at that! I reckon he migh' let yeh ride 'im!,HAGRID
Harry Potter and the Prisoner of Azkaban,SNAPE_24,3227,"Clearly, it's full of Dark Magic.",SNAPE
Harry Potter and the Prisoner of Azkaban,AUNT MARGE_14,229,Vernon. Don't you dare -- But he does. He lets go. Falls to his knees. And watches Aunt Marge float away.,AUNT MARGE
Harry Potter and the Prisoner of Azkaban,HARRY_177,4725,Hermione...,HARRY
Harry Potter and the Prisoner of Azkaban,RON_17,1048,"Good to be home, eh, Harry?",RON
Harry Potter and the Prisoner of Azkaban,PROFESSOR LUPIN_44,2778,"But in order for it to work, you must think of a memory. And not just any. This memory needs to be a very happy one. And powerful.",PROFESSOR LUPIN
Harry Potter and the Prisoner of Azkaban,HARRY_95,2932,"Show yourself. Crash! The water GLASS SHATTERS on the floor and Scabbers darts past Harry's bare feet, chased by Crookshanks. Seizing the moment, the SILHOUETTE grasps the curtains and swings through the open window, plunging into the night. Harry rushes to the window, looks down.",HARRY
Harry Potter and the Prisoner of Azkaban,AUNT MARGE_11,187,What did you say?,AUNT MARGE
Harry Potter and the Prisoner of Azkaban,HERMIONE_31,2205,No!!!,HERMIONE
Harry Potter and the Prisoner of Azkaban,HAGRID_6,1298,"A Hippogriff, o' course. Now, firs' thing yeh gotta know is they're proud. Easily offended, Hippogriffs are. Don't never insult one, 'cause it migh' be the las' thing yeh do. Right then -- who wants ter come an' say hello? The entire class STEPS BACK, leaving Harry in front.",HAGRID
Harry Potter and the Prisoner of Azkaban,RON_12,836,What's going on? (CONTINUED),RON
Harry Potter and the Prisoner of Azkaban,PROFESSOR LUPIN_86,5093,"Whoever. It was bound to get out. This time tomorrow, the owls will start arriving. Parents will not want a -- someone like me -- teaching their children.",PROFESSOR LUPIN
Harry Potter and the Prisoner of Azkaban,HARRY_86,2825,That's one nasty Dementor.,HARRY
Harry Potter and the Prisoner of Azkaban,HERMIONE_64,3717,"We're in the Shrieking Shack, aren't we?",HERMIONE
