annotation_id,movie,character,speech_id,text,annotation_label
554,deathly_hallows_part1,RON,173,"Oh, cÃÂ¢ÃÂÃÂmon! BeedleÃÂ¢ÃÂÃÂs stories are famous! Babbity Rabbitty? No...?",Relationship
555,deathly_hallows_part1,RON,348,Long story. Nice meeting you.,Relationship
556,deathly_hallows_part1,RON,257,"WeÃÂ¢ÃÂÃÂve got to get off the streets, get somewhere safe.",Danger
557,deathly_hallows_part1,RON,672,"Yeah, but imagine what a short wicked life youÃÂ¢ÃÂÃÂd lead.",Mockery
558,deathly_hallows_part1,RON,605,"It doesn't just turn off lights. I don't know exactly how it works, but Christmas morning I -- I was sleeping -- in this little pub-- I'd given some Snatchers the slip",Danger
559,deathly_hallows_part1,RON,564,No. I reckoned it was you.,Relationship
560,deathly_hallows_part1,RON,230,"They were after you, mate. WeÃÂ¢ÃÂÃÂd just put everyone in danger going back.",Danger
561,deathly_hallows_part1,RON,710,Piss off! Arthur WeasleyÃÂ¢ÃÂÃÂs ten times the wizard you are!,Relationship
562,deathly_hallows_part1,RON,252,CanÃÂ¢ÃÂÃÂt be. The Trace breaks at seventeen. ItÃÂ¢ÃÂÃÂs Wizarding law.,Magic
563,deathly_hallows_part1,RON,373,Not bloody likely. Smells like something Ginny would cook.,Mockery
564,deathly_hallows_part1,RON,690,IÃÂ¢ÃÂÃÂll do the enchantments.,Magic
565,deathly_hallows_part1,RON,676,Not like HarryÃÂ¢ÃÂÃÂs. IÃÂ¢ÃÂÃÂve seen a fair few. Dad used to bring home,Relationship
566,deathly_hallows_part1,RON,145,"What IÃÂ¢ÃÂÃÂm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy",Storyline
567,deathly_hallows_part1,RON,562,"Well, yeah. Bit obvious, I'd think.",Mockery
568,deathly_hallows_part1,RON,610,My name. Just my name. Like a whisper.,Informative
569,deathly_hallows_part1,RON,670,"YouÃÂ¢ÃÂÃÂre supposed to say the Cloak, but who wants to spend all day being invisible. Dead boring if you ask me. But an unbeatable wand!",Magic
570,deathly_hallows_part1,RON,679,For the tea.,Relationship
571,deathly_hallows_part1,RON,14,CÃÂ¢ÃÂÃÂmon. MumÃÂ¢ÃÂÃÂs got dinner ready.,Relationship
572,deathly_hallows_part1,RON,169,Dumbledore left this? For me? Brilliant. Er -- what is it?,Relationship
573,deathly_hallows_part1,RON,313,Right. So letÃÂ¢ÃÂÃÂs do it. Who gets * who? *,Duty
574,deathly_hallows_part1,RON,247,YouÃÂ¢ÃÂÃÂre the boss.,Relationship
575,deathly_hallows_part1,RON,708,Weasley...,Informative
576,deathly_hallows_part1,RON,614,"I could feel it inside me. It was warm, like the first sip of a good cup of tea. And I knew it would take me where I needed to go.",Storyline
577,deathly_hallows_part1,RON,592,Wo -- hey -- ouch!,Danger
578,deathly_hallows_part1,RON,647,ArenÃÂ¢ÃÂÃÂt you the one who keeps,Relationship
579,deathly_hallows_part1,RON,560,Are -- you -- mental?,Mockery
580,deathly_hallows_part1,RON,260,What was that about?,Informative
581,deathly_hallows_part1,RON,633,But what does it mean?,Informative
582,deathly_hallows_part1,RON,112,Hey ya -- Well... thanks.,Relationship
583,deathly_hallows_part1,RON,161,Dumbledore? And me? I dunno. I reckon I was just another Weasley,Relationship
584,deathly_hallows_part1,RON,636,"Sorry, Harry. Looks like itÃÂ¢ÃÂÃÂs",Relationship
585,deathly_hallows_part1,RON,11,What are those?,Relationship
586,deathly_hallows_part1,RON,619,"Bloody hell. I just realized. You need a wand, right?",Magic
587,deathly_hallows_part1,RON,226,"YouÃÂ¢ÃÂÃÂre amazing, you are.",Relationship
588,deathly_hallows_part1,RON,465,"DonÃÂ¢ÃÂÃÂt lie! You said it, too, you said you were disappointed --",Relationship
589,deathly_hallows_part1,RON,308,Piece of advice. LetÃÂ¢ÃÂÃÂs not rehash old times. Got it... mate?,Relationship
590,goblet_of_fire,HERMIONE,268,Pssst! Harry? Is that you?,Relationship
591,goblet_of_fire,HERMIONE,385,Hot isn't it? Viktor's gone to get drinks. Care to join us?,Relationship
592,goblet_of_fire,HERMIONE,409,"I mean these tasks are supposed to test you, in the most brutal way they're almost cruel. And um, I'm scared for you. You got by the dragon mostly on nerve, I'm not sure it's going to be enough this time.",Magic
593,goblet_of_fire,HERMIONE,469,Are you alright? You must be freezing! Personally I think you behaved admirably.,Relationship
594,goblet_of_fire,HERMIONE,397,You know the solution then don't you.,Mockery
595,goblet_of_fire,HERMIONE,130,"There's a reason those curses are unforgivable,",Magic
596,goblet_of_fire,HERMIONE,138,You see this? This is an age line. Dumbledore drew it himself.,Mockery
597,goblet_of_fire,HERMIONE,622,Promise you'll write this summer. Both of you.,Relationship
598,goblet_of_fire,HERMIONE,140,So a genius like Dumbledore couldn't possibly be fooled by something pathetically dimwitted such as an age potion.,Magic
599,goblet_of_fire,HERMIONE,15,Wake up. Wake up Ronald!,Relationship
600,goblet_of_fire,HERMIONE,407,"I wouldn't know, we didn't actually talk about the tournament. Actually we didn't really talk at all, Viktor's more of a physical being. I just mean",Relationship
601,goblet_of_fire,HERMIONE,428,"Harry, tell me again.",Relationship
602,goblet_of_fire,HERMIONE,276,Oh um.. Sorry I'll just go.,Relationship
603,goblet_of_fire,HERMIONE,471,Next to last.,Mockery
604,goblet_of_fire,HERMIONE,399,"Next time there's a ball pluck up the courage and ask me before somebody else does, and not as a last resort.",Relationship
605,goblet_of_fire,HERMIONE,432,"Again obvious, though I must admit potentially problematic",Mockery
606,goblet_of_fire,HERMIONE,220,Ronald would like me to tell you that,Relationship
607,goblet_of_fire,HERMIONE,223,Dean was told by Parvati that... Please don't ask me say it again. Hagrid's looking for you.,Relationship
608,goblet_of_fire,HERMIONE,620,Everything's going to change now isn't it?,Relationship
609,goblet_of_fire,HERMIONE,387,What's got your wand in a knot?,Magic
610,goblet_of_fire,HERMIONE,95,"This is horrible, how can the ministry not know who conjured it. Isn't there any security or?",Danger
611,goblet_of_fire,HERMIONE,11,Are you alright?,Relationship
612,goblet_of_fire,HERMIONE,355,No of course.,Informative
613,half_blood_prince,HERMIONE,192,"Granger, sir. That one there is Veritaserum. And that would be Polyjuice Potion. And that...",Magic
614,half_blood_prince,HERMIONE,614,"Does, doesnt she? And you say you dont remember a thing from that night? Not one thing?",Mockery
615,half_blood_prince,HERMIONE,193,... is Amortentia! The most powerful love potion in the world.,Magic
616,half_blood_prince,HERMIONE,119,How is it Fred and George are doing it? Half the alleys closed down.,Relationship
617,half_blood_prince,HERMIONE,426,"Hm? Oh, Ive just escaped -- I mean, left Cormac. Under the mistletoe.",Relationship
618,half_blood_prince,HERMIONE,734,If one wants it to be. Why?,Informative
619,half_blood_prince,HERMIONE,500,What would Draco want with a Vanishing Cabinet?,Magic
620,half_blood_prince,HERMIONE,617,Thats Katie. Thats Katie Bell.,Informative
621,half_blood_prince,HERMIONE,284,"Id like to know just whose book that was. Lets take a look, shall we?",Informative
622,half_blood_prince,HERMIONE,328,Ill get someone --,Informative
623,half_blood_prince,HERMIONE,133,"Stop, Harry, I know where youre going with this --",Relationship
624,half_blood_prince,HERMIONE,405,You didnt put it in?,Informative
625,half_blood_prince,HERMIONE,637,Well? How do you feel?,Relationship
626,half_blood_prince,HERMIONE,406,Charms spell. Just practicing.,Magic
627,half_blood_prince,HERMIONE,732,Harry. Its time.,Duty
628,half_blood_prince,HERMIONE,98,Theres been a lot of chatter,Informative
629,half_blood_prince,HERMIONE,428,I thought it would annoy Ron most.,Relationship
630,half_blood_prince,HERMIONE,120,Oh no. Look.,Informative
631,half_blood_prince,HERMIONE,360,My parents are dentists. They tend to peoples teeth.,Relationship
632,half_blood_prince,HERMIONE,498,So tell me what Arthur said.,Informative
633,half_blood_prince,HERMIONE,602,"Hes been poisoned, you daft dimbo! And for the record, Ive",Danger
634,half_blood_prince,HERMIONE,609,Ron. Stop. Youre making it snow.,Magic
635,half_blood_prince,HERMIONE,397,"Dont drink that, Ron! ",Danger
636,half_blood_prince,HERMIONE,297,"Stinksap? Youre not sick, are you?",Danger
637,half_blood_prince,HERMIONE,288,"For weeks you carry around this book, practically sleep with it... and you have no desire to find out who The Half-Blood Prince is?",Storyline
638,half_blood_prince,HERMIONE,209,No. The instructions specifically say to cut.,Informative
639,half_blood_prince,HERMIONE,429,No thank you.,Informative
640,half_blood_prince,HERMIONE,608,Oh shut up.,Mockery
641,half_blood_prince,HERMIONE,543,Thats... not possible. No one can leave the castle these days.,Danger
642,half_blood_prince,HERMIONE,740,What if there are?,Informative
643,half_blood_prince,HERMIONE,136,I told you. I dont know what I saw.,Informative
644,half_blood_prince,HERMIONE,295,"Whatve you got there, Hagrid?",Relationship
645,prisoner_azkaban,HERMIONE,564,Harry!,Relationship
646,prisoner_azkaban,HERMIONE,439,That felt good.,Informative
647,prisoner_azkaban,HERMIONE,683,We have to go.,Informative
648,prisoner_azkaban,HERMIONE,125,"It was searching the train, Harry. For Sirius Black.",Storyline
649,prisoner_azkaban,HERMIONE,77,"You know, the ancient Egyptians of",Informative
650,prisoner_azkaban,HERMIONE,714,It's a mystery. Though... this fell out of the wrapping.,Informative
651,prisoner_azkaban,HERMIONE,635,Here comes Snape.,Informative
652,prisoner_azkaban,HERMIONE,611,Fudge is coming and... we're not leaving... why aren't we leaving?,Relationship
653,prisoner_azkaban,HERMIONE,141,Me? I've been here all along.,Informative
654,prisoner_azkaban,HERMIONE,672,Quiet! I'm trying to think.,Relationship
655,prisoner_azkaban,HERMIONE,599,Hurry! Malfoy's coming!,Relationship
656,prisoner_azkaban,HERMIONE,320,Should we move a bit closer?,Informative
657,prisoner_azkaban,HERMIONE,591,Seven-thirty. Where were we at seven-thirty?,Informative
658,prisoner_azkaban,HERMIONE,389,Harry. Will you explain to your,Duty
659,prisoner_azkaban,HERMIONE,184,"Hagrid. He's got to be taken to a hospital. I'll go with you, if you like --",Relationship
660,prisoner_azkaban,HERMIONE,460,"Nothing, I just thought I saw... Never mind.",Informative
661,prisoner_azkaban,HERMIONE,120,"Harry? Harry, are you all right?",Relationship
662,prisoner_azkaban,HERMIONE,335,That's Madam Rosmerta. Ron,Relationship
663,prisoner_azkaban,HERMIONE,467,I've got you --,Relationship
664,prisoner_azkaban,HERMIONE,396,"You mustn't blame yourself, Hagrid.",Relationship
665,prisoner_azkaban,HERMIONE,199,Boggarts are shape-shifters.,Magic
666,prisoner_azkaban,HERMIONE,547,Don't worry. He's under the Somnambulist Charm. It's primarily used to transport the seriously deranged.,Magic
667,prisoner_azkaban,HERMIONE,606,"No! Fudge has to see Buckbeak before we steal him. Otherwise,",Magic
668,prisoner_azkaban,HERMIONE,432,I can't believe they're going to kill Buckbeak! It's too horrible.,Magic
669,prisoner_azkaban,HERMIONE,598,Yes. Dumbledore wanted us to return to this moment. Clearly something happened he wants us to change.,Duty
670,prisoner_azkaban,HERMIONE,670,Dunamis! Liberare! Annihilare! Emancipare! No. No. No. No.,Magic
671,prisoner_azkaban,HERMIONE,608,"No, Harry! You can't!",Duty
672,prisoner_azkaban,HERMIONE,618,"Now, Harry!",Duty
673,prisoner_azkaban,HERMIONE,157,"Death omens. Honestly. If you ask me, Divination's a very wooly discipline. Now Ancient Runes. That's a fascinating subject.",Magic
674,prisoner_azkaban,HERMIONE,188,Yes. But I hear Draco's father's furious. I don't think we've heard the end of this...,Relationship
675,prisoner_azkaban,HERMIONE,650,It's happened. Lupin's transformed.,Magic
676,prisoner_azkaban,HERMIONE,159,A fair few.,Informative
677,prisoner_azkaban,HERMIONE,664,"HARRY, NO!",Danger
678,prisoner_azkaban,HERMIONE,198,No one knows.,Informative
679,prisoner_azkaban,HERMIONE,392,"How'd it go, Hagrid?",Informative
680,prisoner_azkaban,HERMIONE,668,Out of the way!,Duty
681,prisoner_azkaban,HERMIONE,610,Yes! You Must!,Duty
682,prisoner_azkaban,HERMIONE,596,"This is a Time-Turner, Harry. McGonagall gave it to me first term. This is how I've been getting to my lessons all year.",Magic
683,prisoner_azkaban,HERMIONE,461,Ron! No!,Danger
684,prisoner_azkaban,HERMIONE,238,"But, I mean, after awhile, it got a bit boring. Don't you think, Ron?",Relationship
685,prisoner_azkaban,HERMIONE,577,No. It's worse. Much worse. You go on living. But you have no memory. No sense of self. You're just a shall. An empty shell...,Relationship
686,prisoner_azkaban,HERMIONE,453,I meant me.,Duty
687,prisoner_azkaban,HERMIONE,689,"What d'you think, Harry? Too much",Relationship
688,prisoner_azkaban,HERMIONE,493,Since Professor Snape set the essay.,Duty
689,prisoner_azkaban,HERMIONE,646,Here we come.,Informative
690,prisoner_azkaban,HERMIONE,384,That's a lie!,Informative
691,prisoner_azkaban,HERMIONE,637,'Least someone's enjoying himself.,Mockery
692,prisoner_azkaban,HERMIONE,522,Harry. You attacked a teacher.,Relationship
693,prisoner_azkaban,HERMIONE,105,C'mon. We're in here.,Informative
694,the_order_phoenix,HERMIONE,150,"Nothing's pulling the carriage, Harry. It's pulling itself--like always.",Magic
695,the_order_phoenix,HERMIONE,472,Grawp. GRAWP. Listen. Carefully: Put. Me. DOWN.,Danger
696,the_order_phoenix,HERMIONE,318,You're right Harry. We don't. That's why we need your help. Because if we're to have any chance of beating V-Voldemort...,Danger
697,the_order_phoenix,HERMIONE,599,Ron--!,Duty
698,the_order_phoenix,HERMIONE,252,Then help us to.,Duty
699,the_order_phoenix,HERMIONE,53,--and this hearing at the Ministry--it's just outrageous!,Magic
700,the_order_phoenix,HERMIONE,51,HARRY--!,Duty
701,the_order_phoenix,HERMIONE,296,We've got to be able to defend ourselves. And if Umbridge refuses to teach us how...,Duty
702,the_order_phoenix,HERMIONE,168,There was important stuff hidden in that waffle.,Informative
703,the_order_phoenix,HERMIONE,610,"It's just an empty archway! Please Harry, they'll be here any--",Danger
704,the_order_phoenix,HERMIONE,248,Harry...You've got to report this. It's a simple matter of--,Duty
705,the_order_phoenix,HERMIONE,188,There's nothing in here about actually using defensive spells.,Magic
706,the_order_phoenix,HERMIONE,327,"You've done it, Neville! You've found the Room of Requirement!",Informative
707,the_order_phoenix,HERMIONE,394,Harry? Time to go.,Duty
708,the_order_phoenix,HERMIONE,608,"There aren't any voices, Harry. Let's get out of here--",Danger
709,the_order_phoenix,HERMIONE,519,"Harry, please, just listen. What if Voldemort meant for you to see this? What if he's only hurting",Danger
710,the_order_phoenix,HERMIONE,565,How did you get away?,Informative
711,the_order_phoenix,HERMIONE,159,You know her?,Informative
712,the_order_phoenix,HERMIONE,60,Only Dumbledore made us swear not to tell you anything.,Duty
713,the_order_phoenix,HERMIONE,170,It means the Ministry's interfering at Hogwarts.,Magic
714,the_order_phoenix,HERMIONE,370,Just because you've got the emotional range of a teaspoon...,Mockery
715,the_order_phoenix,HERMIONE,575,But V-Voldemort...,Danger
716,the_order_phoenix,HERMIONE,303,"Oh, just a couple of people...",Informative
717,the_order_phoenix,HERMIONE,443,"He's right. Not even Dumbledore saw this coming. Besides, if it's anyone's fault it's ours...",Duty
718,the_order_phoenix,HERMIONE,517,"Harry, are you sure?",Informative
719,the_order_phoenix,HERMIONE,552,STOP IT! STOP!,Relationship
720,the_order_phoenix,HERMIONE,52,Are you all right? We overheard,Relationship
721,the_order_phoenix,HERMIONE,368,"Well obviously she's feeling sad about Cedric, and therefore confused about liking Harry and",Relationship
722,sorcerer_s_stone,HERMIONE,535,"Oh, honestly, don't you two read?",Mockery
723,sorcerer_s_stone,HERMIONE,219, Pleasure. Do either of you know what House you'll be in? I'm hoping for Gryffindor--I hear Dumbledore himself was in it--but I think I,Magic
724,sorcerer_s_stone,HERMIONE,534,Of course! Here it is!,Informative
725,sorcerer_s_stone,HERMIONE,397,Is it--dead?,Informative
726,sorcerer_s_stone,HERMIONE,418,But why would anyone go near that dog?,Mockery
727,sorcerer_s_stone,HERMIONE,333,You won't make a fool of yourself.,Duty
728,sorcerer_s_stone,HERMIONE,763,"Well, if he did I meanthat's terrible. You could have been killed. Come to think of it, I could've been killed...",Danger
729,sorcerer_s_stone,HERMIONE,685,What's wrong with its wing?,Magic
730,sorcerer_s_stone,HERMIONE,559,Is that...a dragon?,Magic
731,sorcerer_s_stone,HERMIONE,346,Shhh! Filch is...gone.,Informative
732,sorcerer_s_stone,HERMIONE,413,That was...disturbing.,Informative
733,sorcerer_s_stone,HERMIONE,347,It was locked.,Informative
734,sorcerer_s_stone,HERMIONE,351,"It was standing on a trapdoor, which means-it's not there by accident. It's...",Informative
735,sorcerer_s_stone,HERMIONE,701,What happens now?,Informative
736,sorcerer_s_stone,HERMIONE,216,Didn't you know? I'd have found out everything I could if it was me.,Mockery
737,sorcerer_s_stone,HERMIONE,703,"Ron, you don't suppose this is going to be like real wizard's chess, do you?",Magic
738,sorcerer_s_stone,HERMIONE,518,"And what, may I ask, do you plan to do should you get that question on final exams?",Mockery
739,sorcerer_s_stone,HERMIONE,679,Curious. I've never seen birds like these...,Informative
740,sorcerer_s_stone,HERMIONE,716,"You're a great wizard, Harry Potter! You are, you know!",Magic
741,sorcerer_s_stone,HERMIONE,426,"Bit early for mail, isn't it?",Mockery
742,sorcerer_s_stone,HERMIONE,687,Harry?,Relationship
743,sorcerer_s_stone,HERMIONE,544,"I don't want to scare you, Harry. It's just...if all Snape wants is",Relationship
744,sorcerer_s_stone,HERMIONE,532,How could I be so stupid! I checked this out weeks ago for a bit of light reading.,Informative
745,sorcerer_s_stone,HERMIONE,231,"Well, he's rather disagreeable,",Mockery
746,sorcerer_s_stone,HERMIONE,368,"Honestly. You're going to take someone's eye out. Besides, you're saying it wrong. It's Levi-ohhhh- sa. Not Levi-o-saaaah.",Magic
747,sorcerer_s_stone,HERMIONE,612,No. We're forgetting one thing. Who's the one wizard Voldemort always feared?,Storyline
748,sorcerer_s_stone,HERMIONE,214,"Goodness. You're Harry Potter, aren't you? I know all about you, of course. I was doing a little recreational reading and you're in Modern Magical History, The Rise and Fall of the Dark Arts and Great Wizarding Events of the 20th Century.",Magic
749,sorcerer_s_stone,HERMIONE,605,Harry!,Relationship
750,sorcerer_s_stone,HERMIONE,692,I don't like this. I don't like this at all.,Informative
751,sorcerer_s_stone,HERMIONE,334,It's in your blood.,Duty
752,sorcerer_s_stone,HERMIONE,318,Harry! No! You heard what Madame Hooch said. Besides you don't even know how to...fly.,Magic
753,sorcerer_s_stone,HERMIONE,668,"I know, Harry. But you must. If you don't, it'll only kill you faster.",Duty
754,sorcerer_s_stone,HERMIONE,411,"Ron's right, Harry. You're going to need your strength today.",Informative
755,sorcerer_s_stone,HERMIONE,674,"It's deadly fun, but will...sulk in the sunl That's it! Light! Devil's Snare hates the light!",Magic
756,sorcerer_s_stone,HERMIONE,696,But what're we to do?,Duty
757,sorcerer_s_stone,HERMIONE,613,I'd always heard Hogwarts' end of year exams were frightful. But I found that rather enjoyable. Werent you stunned not to be asked about Elfric the Eager?,Magic
758,sorcerer_s_stone,HERMIONE,539,"The only stone currently in existence belongs to Mr. Nicolas Flamel, the noted alchemist, who",Magic
759,sorcerer_s_stone,HERMIONE,213,"Are you sure that's a real spell? Well, it's not very good, is it? I've only tried a few simple ones myself but they've all worked for me. For example...",Magic
760,sorcerer_s_stone,HERMIONE,673,"Devil's Snare, Devil's Snare. Dances in the dark, delights in the damp...",Magic
761,sorcerer_s_stone,HERMIONE,581,"Well, that's good, isn't it? He'll",Informative
762,sorcerer_s_stone,HERMIONE,392,I heard that!,Informative
763,sorcerer_s_stone,HERMIONE,349,"You don't use yqur eyes, do you? Didn't you see what it was standing on?",Mockery
764,deathly_hallows_part2,HERMIONE,231,Ive got something. But its mad.,Informative
765,deathly_hallows_part2,HERMIONE,138,But I hate that thing -- thats,Informative
766,deathly_hallows_part2,HERMIONE,670,Something my mum used to say.,Relationship
767,deathly_hallows_part2,HERMIONE,250,Tonight? But we have to plan. We have to figure out what --,Duty
768,deathly_hallows_part2,HERMIONE,480,Where is everyone?,Informative
769,deathly_hallows_part2,HERMIONE,335,You were thinking. Its Rons idea. And its brilliant.,Mockery
770,deathly_hallows_part2,HERMIONE,259,Harry! I can see you! In here!,Informative
771,deathly_hallows_part2,HERMIONE,370,No. Of course not.,Informative
772,deathly_hallows_part2,HERMIONE,248,You saw it?,Informative
773,deathly_hallows_part2,HERMIONE,33,I dont know what youre talking about.,Informative
774,deathly_hallows_part2,HERMIONE,172,Hes right. I was being stupid.,Relationship
775,deathly_hallows_part2,HERMIONE,229,We cant just stand here! Whos got an idea?,Duty
776,deathly_hallows_part2,HERMIONE,212,No wonder Bellatrix thought it was real.,Magic
777,deathly_hallows_part2,HERMIONE,374,I didnt expect it to be like this.,Informative
778,deathly_hallows_part2,HERMIONE,111,"Harry, are you thinking theres a Horcrux in Bellatrixs vault?",Magic
779,deathly_hallows_part2,HERMIONE,145,"Its perfect. Thank you, Fleur.",Relationship
780,deathly_hallows_part2,HERMIONE,272,Mr. Dumbledore... thank you.,Relationship
781,deathly_hallows_part2,HERMIONE,372,Im scared.,Danger
782,deathly_hallows_part2,HERMIONE,254,They were ready for us.,Danger
783,deathly_hallows_part2,HERMIONE,534,"What is it, Harry? What is it you know?",Informative
784,deathly_hallows_part2,HERMIONE,211,Look. ,Informative
785,deathly_hallows_part2,HERMIONE,215,"Ron, your foot!",Informative
786,deathly_hallows_part2,HERMIONE,242,How is it you --,Informative
787,deathly_hallows_part2,HERMIONE,444,Cmon! This way!,Informative
788,chamber_of_secrets,HERMIONE,297,That's why Ron and I went looking,Relationship
789,chamber_of_secrets,HERMIONE,458,We separate it into three glasses,Informative
790,chamber_of_secrets,HERMIONE,320,I heard him. But Malfoy? The Heir of Slytherin?,Storyline
791,chamber_of_secrets,HERMIONE,305,I hardly think someone with,Mockery
792,chamber_of_secrets,HERMIONE,122,"Isn't it thrilling! Gilderoy Lockhart's going to be there! We can actually meet him! I mean, he's written almost the whole booklist!",Informative
793,chamber_of_secrets,HERMIONE,452,Remember. Just make sure Crabbe,Duty
794,chamber_of_secrets,HERMIONE,333,You didn't have to tell me that.,Relationship
795,chamber_of_secrets,HERMIONE,116,"Hello, Hagrid. Oh, it's wonderful to see you two again.",Relationship
796,chamber_of_secrets,HERMIONE,378,She's a little sensitive.,Informative
797,chamber_of_secrets,HERMIONE,498,"Oh, good. Put those anywhere.",Informative
798,chamber_of_secrets,HERMIONE,386,Do you think he's all right?,Relationship
799,chamber_of_secrets,HERMIONE,450,I've already got mine.,Duty
800,chamber_of_secrets,HERMIONE,454,Did you get it?,Duty
801,chamber_of_secrets,HERMIONE,455,I sneaked those out of the laundry.,Informative
802,chamber_of_secrets,HERMIONE,499,"I've got to keep up, haven't I?",Relationship
803,chamber_of_secrets,HERMIONE,449,You know how greedy Crabbe and,Informative
804,chamber_of_secrets,HERMIONE,281,'The Chamber of Secrets has been opened...?',Storyline
805,chamber_of_secrets,HERMIONE,317,Yes. Couldn't you tell: McGonagall's worried. All the teachers are.,Danger
806,chamber_of_secrets,HERMIONE,533,"I don't know, Harry. But I think you should be careful with this. Something tells me Ron might be right. It could be dangerous.",Danger
807,chamber_of_secrets,HERMIONE,199,I should think you'd count yourself lucky that's all you got.,Mockery
808,chamber_of_secrets,HERMIONE,496,It was cat hair I plucked off Millicent Bulstrode's robes! Look at my face!,Magic
809,chamber_of_secrets,HERMIONE,314,Muggle-borns.,Magic
810,chamber_of_secrets,HERMIONE,444,"Because, in a few days, the Polyjuice Potion's will be ready. In a few days... we may truly know who is the Heir of Slytherin.",Magic
811,chamber_of_secrets,HERMIONE,312,"Yes, Professor. But there seems to be very little written about",Magic
812,chamber_of_secrets,HERMIONE,249,At least no one on the Gryffindor,Magic
813,chamber_of_secrets,HERMIONE,311,"Professor, I was wondering if you could tell us about the Chamber of Secrets?",Magic
814,chamber_of_secrets,HERMIONE,374,Never. No one over comes in here.,Informative
815,chamber_of_secrets,HERMIONE,445,Everything's set. We just need a bit of who you're changing into.,Magic
816,chamber_of_secrets,HERMIONE,328,"Exactly. But it's tricky. I've never seen a more complicated potion. Lacewing flies, leeches, fluxweed. And, of course, we'll need a bit of whoever we want to change into too.",Magic
817,chamber_of_secrets,HERMIONE,535,"I'm scared, Harry. But not of you.",Danger
818,chamber_of_secrets,HERMIONE,324,"Here it is: 'The Polyjuice Potion. Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another...'",Magic
819,chamber_of_secrets,HERMIONE,310,"No, Harry. Even in the wizarding world, hearing voices isn't a good sign.",Danger
820,chamber_of_secrets,HERMIONE,253,Ron! Say something!,Relationship
821,deathly_hallows_part1,HERMIONE,402,I think he just hopes he doesnt,Informative
822,deathly_hallows_part1,HERMIONE,544,It was something Dumbledore came up with. He believed wizards were superior and should rule over,Magic
823,deathly_hallows_part1,HERMIONE,519,"Harry, Im not sure about this.",Danger
824,deathly_hallows_part1,HERMIONE,385,Whatre you doing?,Informative
825,deathly_hallows_part1,HERMIONE,484,"I thought it was a picture of an eye, but now I dont think it is. It isnt a rune and its not in Spellmans Syllabary either. And its been inked in -- somebody drew it -- it isnt part of the book.",Magic
826,deathly_hallows_part1,HERMIONE,533,You wanted to know who the boy in,Storyline
827,deathly_hallows_part1,HERMIONE,9,Obliviate.,Magic
828,deathly_hallows_part1,HERMIONE,681,"No matter, sir. We really ought to be go--",Duty
829,deathly_hallows_part1,HERMIONE,476,"What? Ron, no -- please --",Relationship
830,deathly_hallows_part1,HERMIONE,408,Take it off. Now.,Relationship
831,deathly_hallows_part1,HERMIONE,551,Maybe we can --,Relationship
832,deathly_hallows_part1,HERMIONE,493,Dont ever let me give you a haircut again.,Relationship
833,deathly_hallows_part1,HERMIONE,609,And what may I ask did I say?,Mockery
834,deathly_hallows_part1,HERMIONE,415,He could smell it. My perfume.,Informative
835,deathly_hallows_part1,HERMIONE,650,Do you see that?,Informative
836,deathly_hallows_part1,HERMIONE,499,Harry.,Relationship
837,deathly_hallows_part1,HERMIONE,307,Stop lying! ,Relationship
838,deathly_hallows_part1,HERMIONE,442,"Harry. You already destroyed one Horcrux, right? Tom Riddles diary -- in the Chamber of Secrets.",Magic
839,deathly_hallows_part1,HERMIONE,433,I want to go.,Informative
840,deathly_hallows_part1,HERMIONE,531,"Wendell and Monica Wilkens now reside happily in Sydney,",Relationship
841,deathly_hallows_part1,HERMIONE,596,And exactly how is it you have the Sword of Gryffindor?,Magic
842,deathly_hallows_part1,HERMIONE,625,Whats going on in there?,Informative
843,deathly_hallows_part1,HERMIONE,513,I dont think this is a good idea.,Informative
844,deathly_hallows_part1,HERMIONE,268,Its from your Mum. To Sirius.,Relationship
845,deathly_hallows_part1,HERMIONE,496,"Harry, I think its Christmas Eve! ListenÃÂ",Relationship
846,deathly_hallows_part1,HERMIONE,231,"Rons right. Cappuccino, please.",Relationship
847,deathly_hallows_part1,HERMIONE,360,Salvio Hexia... Protego Totalum...,Magic
848,deathly_hallows_part1,HERMIONE,628,See this? Its a letter Dumbledore wrote to Grindelwald. Look at the signature. Its the mark again.,Storyline
849,deathly_hallows_part1,HERMIONE,652,No! Dont go near it!,Danger
850,deathly_hallows_part1,HERMIONE,490,"Its dangerous, Harry. But I have to admit, recently even Ive been thinking we might have to go. I think its possible something else is hidden there.",Danger
851,deathly_hallows_part1,HERMIONE,487,Why would someone have drawn it in a childrens book?,Informative
852,deathly_hallows_part1,HERMIONE,368,"It scares me a bit, that, thinking its a piece of Vol--",Danger
853,deathly_hallows_part1,HERMIONE,234,"Too dangerous. If Voldemorts taken over the Ministry, none of",Danger
854,deathly_hallows_part1,HERMIONE,534,It was in Bathildas sitting room.,Informative
855,deathly_hallows_part1,HERMIONE,517,Omigod. Harry...,Mockery
856,deathly_hallows_part1,HERMIONE,346,Harry... theyve seen you. Weve got to get out of here.,Danger
857,deathly_hallows_part1,HERMIONE,634,"Harry, you dont have a clue where",Informative
858,deathly_hallows_part1,HERMIONE,365,Howre the mushrooms? Seem to be,Mockery
